65904303,El Complejo Lambda,complejolambda,A Coruña,"Twitter oficial de El Complejo Lambda, el programa de radio sobre videojuegos independiente. SOOOOLD!!!",http://t.co/HQ844nYS7K,False,5073,653,145,2009-08-15 14:13:39,5050,False,False,12059,https://pbs.twimg.com/profile_images/1430595827/logo350x350_normal.png,https://pbs.twimg.com/profile_banners/65904303/1348151681,False,False
67484796,Víctor Fernández,Victor_Fdz,A Coruña,Game Designer - @AxesInMotion | Director de El @complejolambda,https://t.co/rmis1IlL0o,False,2154,350,66,2009-08-21 01:32:20,4706,True,False,8020,https://pbs.twimg.com/profile_images/919074661362626561/4Y9oibnD_normal.jpg,https://pbs.twimg.com/profile_banners/67484796/1435658173,False,False
